"0","2657","0","2016-03-03 07:19:59.659","0","31.0","31.0"
"1","2093","0","2016-03-09 15:24:18.428","0","31.0","31.0"
"2","608","0","2016-02-28 21:37:12.887","0","21.70","21.70"
"3","1225","0","2016-03-09 10:11:05.892","0","31.0","31.0"
"4","3794","0","2016-02-20 07:58:05.805","0","31.0","31.0"
"5","51","0","2016-02-27 20:00:42.403","0","21.70","21.70"
"6","2861","0","2016-02-29 02:22:11.792","0","31.0","0.0"
"7","4493","0","2016-03-02 02:15:46.963","0","31.0","31.0"
"8","3114","0","2016-03-02 20:13:29.453","0","31.0","31.0"
"9","9141","0","2016-02-21 08:22:01.985","0","31.0","31.0"
"10","3900","0","2016-02-27 22:39:03.332","0","31.0","31.0"
"11","8194","0","2016-03-08 12:41:13.511","0","31.0","31.0"
"12","8597","0","2016-02-23 19:10:59.105","0","31.0","31.0"
"13","884","0","2016-02-21 23:52:35.683","0","21.70","21.70"
"14","7529","0","2016-02-23 00:36:14.611","0","31.0","31.0"
"15","4058","0","2016-03-09 21:58:25.109","0","31.0","31.0"
"16","9277","0","2016-03-13 22:44:50.065","0","47.0","47.0"
"17","2598","0","2016-03-04 10:36:47.586","0","47.0","47.0"
"18","7776","0","2016-03-17 04:37:23.107","0","47.0","0.0"
"19","9021","0","2016-03-05 17:56:46.548","0","47.0","47.0"
"20","8020","0","2016-03-23 21:44:00.086","0","71.0","71.0"
"21","3263","0","2016-03-20 13:49:57.270","0","71.0","71.0"
"22","5120","0","2016-04-18 23:40:15.649","0","107.0","0.0"
"23","374","0","2016-03-01 01:39:32.307","1","21.70","21.70"
"24","3822","0","2016-03-07 22:20:16.007","1","31.0","31.0"
"25","2207","0","2016-03-01 00:06:31.273","1","31.0","31.0"
"26","5469","0","2016-03-04 16:40:22.066","1","31.0","31.0"
"27","2172","0","2016-03-02 14:52:09.954","1","31.0","31.0"
"28","5889","0","2016-03-08 02:06:14.504","1","31.0","31.0"
"29","8602","0","2016-02-22 12:22:05.821","1","31.0","31.0"
"30","1905","0","2016-02-19 22:42:53.884","1","31.0","31.0"
"31","684","0","2016-03-11 21:52:08.426","1","21.70","21.70"
"32","7000","0","2016-02-19 06:46:55.656","1","31.0","31.0"
"33","5388","0","2016-02-26 15:18:29.827","1","31.0","31.0"
"34","6976","0","2016-03-19 03:32:23.962","1","47.0","47.0"
"35","7950","0","2016-03-25 00:01:42.834","1","47.0","47.0"
"36","8395","0","2016-03-20 12:44:16.966","1","47.0","47.0"
"37","5585","0","2016-03-12 15:32:38.275","1","47.0","47.0"
"38","7588","0","2016-03-18 04:58:18.343","1","71.0","71.0"
"39","6649","0","2016-04-19 14:24:03.470","1","107.0","107.0"
"40","6496","0","2016-02-23 16:41:46.672","2","31.0","31.0"
"41","9272","0","2016-02-23 02:20:20.025","2","31.0","31.0"
"42","1507","0","2016-02-20 18:42:49.515","2","31.0","0.0"
"43","5868","0","2016-03-09 10:36:31.525","2","31.0","31.0"
"44","7536","0","2016-02-19 09:46:56.099","2","31.0","31.0"
"45","4522","0","2016-02-26 21:18:15.005","2","31.0","31.0"
"46","4666","0","2016-03-08 17:41:09.484","2","31.0","31.0"
"47","1915","0","2016-02-24 17:02:19.199","2","31.0","31.0"
"48","6665","0","2016-02-23 00:01:00.978","2","31.0","31.0"
"49","8310","0","2016-02-27 15:46:12.492","2","31.0","31.0"
"50","6949","0","2016-03-03 08:23:46.461","2","31.0","31.0"
"51","3261","0","2016-03-06 06:52:48.918","2","47.0","47.0"
"52","4087","0","2016-03-22 21:48:26.763","2","47.0","47.0"
"53","5997","0","2016-03-15 01:14:58.625","2","47.0","0.0"
"54","6137","0","2016-03-30 22:03:36.899","2","71.0","71.0"
